Package,Class,Method,Parameters,CC
org.apache.commons.collections4.multimap,AsMap,get,[final Object key],2
org.apache.commons.collections4.multimap,AsMap,hashCode,[],1
org.apache.commons.collections4.multimap,AsMap,keySet,[],1
org.apache.commons.collections4.multimap,AsMap,remove,[final Object key],2
org.apache.commons.collections4.multimap,AsMap,size,[],1
org.apache.commons.collections4.multimap,AsMap,toString,[],1
org.apache.commons.collections4.multimap,EntryValues,iterator,[],2
org.apache.commons.collections4.multimap,EntryValues,size,[],1
org.apache.commons.collections4.multimap,MapEntryTransformer,transform,[final Map.Entry<K, Collection<V>> mapEntry],1
org.apache.commons.collections4.multimap,KeysMultiSet,contains,[final Object o],1
org.apache.commons.collections4.multimap,KeysMultiSet,createEntrySetIterator,[],1
org.apache.commons.collections4.multimap,KeysMultiSet,getCount,[final Object object],2
org.apache.commons.collections4.multimap,KeysMultiSet,isEmpty,[],1
org.apache.commons.collections4.multimap,KeysMultiSet,size,[],1
org.apache.commons.collections4.multimap,KeysMultiSet,uniqueElements,[],1
org.apache.commons.collections4.multimap,MultiValuedMapEntry,setValue,[final V value],1
org.apache.commons.collections4.multimap,MultiValuedMapIterator,getKey,[],2
org.apache.commons.collections4.multimap,MultiValuedMapIterator,getValue,[],2
org.apache.commons.collections4.multimap,MultiValuedMapIterator,hasNext,[],1
org.apache.commons.collections4.multimap,MultiValuedMapIterator,next,[],1
org.apache.commons.collections4.multimap,MultiValuedMapIterator,remove,[],1
org.apache.commons.collections4.multimap,MultiValuedMapIterator,setValue,[final V value],2
org.apache.commons.collections4.multimap,Values,clear,[],1
org.apache.commons.collections4.multimap,Values,iterator,[],1
org.apache.commons.collections4.multimap,Values,size,[],1
org.apache.commons.collections4.multimap,ValuesIterator,hasNext,[],1
org.apache.commons.collections4.multimap,ValuesIterator,next,[],1
org.apache.commons.collections4.multimap,ValuesIterator,remove,[],2
org.apache.commons.collections4.multimap,WrappedCollection,add,[final V value],2
org.apache.commons.collections4.multimap,WrappedCollection,addAll,[final Collection<? extends V> other],2
org.apache.commons.collections4.multimap,WrappedCollection,clear,[],2
org.apache.commons.collections4.multimap,WrappedCollection,contains,[final Object obj],1
org.apache.commons.collections4.multimap,WrappedCollection,containsAll,[final Collection<?> other],1
org.apache.commons.collections4.multimap,WrappedCollection,getMapping,[],1
org.apache.commons.collections4.multimap,WrappedCollection,isEmpty,[],1
org.apache.commons.collections4.multimap,WrappedCollection,iterator,[],2
org.apache.commons.collections4.multimap,WrappedCollection,remove,[final Object item],3
org.apache.commons.collections4.multimap,WrappedCollection,removeAll,[final Collection<?> c],3
org.apache.commons.collections4.multimap,WrappedCollection,retainAll,[final Collection<?> c],3
org.apache.commons.collections4.multimap,WrappedCollection,size,[],1
org.apache.commons.collections4.multimap,WrappedCollection,toArray,[],2
org.apache.commons.collections4.multimap,WrappedCollection,toArray,[final T[] a],2
org.apache.commons.collections4.multimap,WrappedCollection,toString,[],2
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,asMap,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,clear,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,containsKey,[final Object key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,containsMapping,[final Object key, final Object value],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,containsValue,[final Object value],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,createCollection,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,doReadObject,[final ObjectInputStream in],3
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,doWriteObject,[final ObjectOutputStream out],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,entries,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,equals,[final Object obj],3
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,get,[final K key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,getMap,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,hashCode,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,isEmpty,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,keys,[],2
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,keySet,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,mapIterator,[],2
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,put,[final K key, final V value],3
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,putAll,[final K key, final Iterable<? extends V> values],2
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,putAll,[final Map<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,putAll,[final MultiValuedMap<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,remove,[final Object key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,removeMapping,[final Object key, final Object value],3
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,setMap,[final Map<K, ? extends Collection<V>> map],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,size,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,toString,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,values,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,wrappedCollection,[final K key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,asMap,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,clear,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,containsKey,[final Object key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,containsMapping,[final Object key, final Object value],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,containsValue,[final Object value],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,decorated,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,entries,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,equals,[final Object object],2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,get,[final K key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,hashCode,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,isEmpty,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,keys,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,keySet,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,mapIterator,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,put,[final K key, final V value],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,putAll,[final K key, final Iterable<? extends V> values],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,putAll,[final Map<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,putAll,[final MultiValuedMap<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,remove,[final Object key],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,removeMapping,[final Object key, final Object item],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,size,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,toString,[],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,values,[],1
org.apache.commons.collections4.multimap,WrappedSet,equals,[final Object other],3
org.apache.commons.collections4.multimap,WrappedSet,hashCode,[],1
org.apache.commons.collections4.multimap,AbstractSetValuedMap,createCollection,[],1
org.apache.commons.collections4.multimap,AbstractSetValuedMap,get,[final K key],1
org.apache.commons.collections4.multimap,AbstractSetValuedMap,getMap,[],1
org.apache.commons.collections4.multimap,AbstractSetValuedMap,remove,[final Object key],1
org.apache.commons.collections4.multimap,AbstractSetValuedMap,wrappedCollection,[final K key],1
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,createCollection,[],1
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,readObject,[final ObjectInputStream in],1
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,trimToSize,[],1
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,writeObject,[final ObjectOutputStream out],1
org.apache.commons.collections4.multimap,HashSetValuedHashMap,createCollection,[],1
org.apache.commons.collections4.multimap,HashSetValuedHashMap,readObject,[final ObjectInputStream in],1
org.apache.commons.collections4.multimap,HashSetValuedHashMap,writeObject,[final ObjectOutputStream out],1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,transformedMap,[final MultiValuedMap<K, V> map, final Transformer<? super K, ? extends K> keyTransformer, final Transformer<? super V, ? extends V> valueTransformer],2
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,transformingMap,[final MultiValuedMap<K, V> map, final Transformer<? super K, ? extends K> keyTransformer, final Transformer<? super V, ? extends V> valueTransformer],1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,put,[final K key, final V value],1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,putAll,[final K key, final Iterable<? extends V> values],1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,putAll,[final Map<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,putAll,[final MultiValuedMap<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,transformKey,[final K object],2
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,transformValue,[final V object],2
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,unmodifiableMultiValuedMap,[final MultiValuedMap<? extends K, ? extends V> map],2
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,asMap,[],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,clear,[],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,entries,[],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,get,[final K key],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,keys,[],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,keySet,[],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,mapIterator,[],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,put,[final K key, final V value],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,putAll,[final K key, final Iterable<? extends V> values],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,putAll,[final Map<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,putAll,[final MultiValuedMap<? extends K, ? extends V> map],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,remove,[final Object key],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,removeMapping,[final Object key, final Object item],1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,values,[],1
org.apache.commons.collections4,MultiMap,containsValue,[Object value],1
org.apache.commons.collections4,MultiMap,get,[// Cannot use get(K key) as that does not properly implement Map#get
Object key],1
org.apache.commons.collections4,MultiMap,put,[K key, Object value],1
org.apache.commons.collections4,MultiMap,remove,[// Cannot use remove(K key) as that does not properly implement Map#remove
Object key],1
org.apache.commons.collections4,MultiMap,removeMapping,[K key, V item],1
org.apache.commons.collections4,MultiMap,size,[],1
org.apache.commons.collections4,MultiMap,values,[],1
org.apache.commons.collections4,MultiMapUtils,emptyIfNull,[final MultiValuedMap<K, V> map],1
org.apache.commons.collections4,MultiMapUtils,emptyMultiValuedMap,[],1
org.apache.commons.collections4,MultiMapUtils,getCollection,[final MultiValuedMap<K, V> map, final K key],2
org.apache.commons.collections4,MultiMapUtils,getValuesAsBag,[final MultiValuedMap<K, V> map, final K key],3
org.apache.commons.collections4,MultiMapUtils,getValuesAsList,[final MultiValuedMap<K, V> map, final K key],3
org.apache.commons.collections4,MultiMapUtils,getValuesAsSet,[final MultiValuedMap<K, V> map, final K key],3
org.apache.commons.collections4,MultiMapUtils,isEmpty,[final MultiValuedMap<?, ?> map],1
org.apache.commons.collections4,MultiMapUtils,newListValuedHashMap,[],1
org.apache.commons.collections4,MultiMapUtils,newSetValuedHashMap,[],1
org.apache.commons.collections4,MultiMapUtils,transformedMultiValuedMap,[final MultiValuedMap<K, V> map, final Transformer<? super K, ? extends K> keyTransformer, final Transformer<? super V, ? extends V> valueTransformer],1
org.apache.commons.collections4,MultiMapUtils,unmodifiableMultiValuedMap,[final MultiValuedMap<? extends K, ? extends V> map],1
org.apache.commons.collections4.multiset,EntrySetIterator,hasNext,[],1
org.apache.commons.collections4.multiset,EntrySetIterator,next,[],1
org.apache.commons.collections4.multiset,EntrySetIterator,remove,[],2
org.apache.commons.collections4.multiset,MapBasedMultiSetIterator,hasNext,[],1
org.apache.commons.collections4.multiset,MapBasedMultiSetIterator,next,[],3
org.apache.commons.collections4.multiset,MapBasedMultiSetIterator,remove,[],4
org.apache.commons.collections4.multiset,MultiSetEntry,getCount,[],1
org.apache.commons.collections4.multiset,MultiSetEntry,getElement,[],1
org.apache.commons.collections4.multiset,MutableInteger,equals,[final Object obj],2
org.apache.commons.collections4.multiset,MutableInteger,hashCode,[],1
org.apache.commons.collections4.multiset,UniqueSetIterator,next,[],1
org.apache.commons.collections4.multiset,UniqueSetIterator,remove,[],2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,add,[final E object, final int occurrences],4
org.apache.commons.collections4.multiset,AbstractMapMultiSet,clear,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,contains,[final Object object],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,createEntrySetIterator,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,createUniqueSetIterator,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,doReadObject,[final ObjectInputStream in],2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,doWriteObject,[final ObjectOutputStream out],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,equals,[final Object object],5
org.apache.commons.collections4.multiset,AbstractMapMultiSet,getCount,[final Object object],2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,getMap,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,hashCode,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,isEmpty,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,iterator,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,remove,[final Object object, final int occurrences],5
org.apache.commons.collections4.multiset,AbstractMapMultiSet,setMap,[final Map<E, MutableInteger> map],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,size,[],1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,toArray,[],2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,toArray,[T[] array],4
org.apache.commons.collections4.multiset,AbstractMapMultiSet,uniqueElements,[],1
org.apache.commons.collections4.multiset,AbstractEntry,equals,[final Object object],2
org.apache.commons.collections4.multiset,AbstractEntry,hashCode,[],1
org.apache.commons.collections4.multiset,AbstractEntry,toString,[],1
org.apache.commons.collections4.multiset,EntrySet,contains,[final Object obj],2
org.apache.commons.collections4.multiset,EntrySet,iterator,[],1
org.apache.commons.collections4.multiset,EntrySet,remove,[final Object obj],4
org.apache.commons.collections4.multiset,EntrySet,size,[],1
org.apache.commons.collections4.multiset,MultiSetIterator,hasNext,[],1
org.apache.commons.collections4.multiset,MultiSetIterator,next,[],2
org.apache.commons.collections4.multiset,MultiSetIterator,remove,[],3
org.apache.commons.collections4.multiset,UniqueSet,clear,[],1
org.apache.commons.collections4.multiset,UniqueSet,contains,[final Object key],1
org.apache.commons.collections4.multiset,UniqueSet,containsAll,[final Collection<?> coll],1
org.apache.commons.collections4.multiset,UniqueSet,iterator,[],1
org.apache.commons.collections4.multiset,UniqueSet,remove,[final Object key],1
org.apache.commons.collections4.multiset,UniqueSet,size,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,add,[final E object],1
org.apache.commons.collections4.multiset,AbstractMultiSet,add,[final E object, final int occurrences],1
org.apache.commons.collections4.multiset,AbstractMultiSet,clear,[],2
org.apache.commons.collections4.multiset,AbstractMultiSet,contains,[final Object object],1
org.apache.commons.collections4.multiset,AbstractMultiSet,createEntrySet,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,createEntrySetIterator,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSet,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSetIterator,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,doReadObject,[final ObjectInputStream in],2
org.apache.commons.collections4.multiset,AbstractMultiSet,doWriteObject,[final ObjectOutputStream out],1
org.apache.commons.collections4.multiset,AbstractMultiSet,entrySet,[],2
org.apache.commons.collections4.multiset,AbstractMultiSet,equals,[final Object object],5
org.apache.commons.collections4.multiset,AbstractMultiSet,getCount,[final Object object],2
org.apache.commons.collections4.multiset,AbstractMultiSet,hashCode,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,iterator,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,remove,[final Object object],1
org.apache.commons.collections4.multiset,AbstractMultiSet,remove,[final Object object, final int occurrences],1
org.apache.commons.collections4.multiset,AbstractMultiSet,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.multiset,AbstractMultiSet,setCount,[final E object, final int count],3
org.apache.commons.collections4.multiset,AbstractMultiSet,size,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,toString,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,uniqueElements,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,uniqueSet,[],2
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,add,[final E object, final int count],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,decorated,[],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,entrySet,[],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,equals,[final Object object],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,getCount,[final Object object],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,hashCode,[],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,remove,[final Object object, final int count],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,setCount,[final E object, final int count],1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,uniqueSet,[],1
org.apache.commons.collections4.multiset,HashMultiSet,readObject,[final ObjectInputStream in],1
org.apache.commons.collections4.multiset,HashMultiSet,writeObject,[final ObjectOutputStream out],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,predicatedMultiSet,[final MultiSet<E> multiset, final Predicate<? super E> predicate],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,add,[final E object, final int count],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,decorated,[],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,entrySet,[],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,equals,[final Object object],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,getCount,[final Object object],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,hashCode,[],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,remove,[final Object object, final int count],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,setCount,[final E object, final int count],1
org.apache.commons.collections4.multiset,PredicatedMultiSet,uniqueSet,[],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,synchronizedMultiSet,[final MultiSet<E> multiset],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,add,[final E object, final int count],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,decorated,[],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,entrySet,[],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,equals,[final Object object],2
org.apache.commons.collections4.multiset,SynchronizedMultiSet,getCount,[final Object object],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,hashCode,[],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,remove,[final Object object, final int count],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,setCount,[final E object, final int count],1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,uniqueSet,[],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,unmodifiableMultiSet,[final MultiSet<? extends E> multiset],2
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,add,[final E object],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,add,[final E object, final int count],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,clear,[],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,entrySet,[],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,iterator,[],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,readObject,[final ObjectInputStream in],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,remove,[final Object object],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,remove,[final Object object, final int count],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,removeIf,[final Predicate<? super E> filter],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,retainAll,[final Collection<?> coll],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,setCount,[final E object, final int count],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,uniqueSet,[],1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,writeObject,[final ObjectOutputStream out],1
org.apache.commons.collections4,Entry,equals,[Object o],1
org.apache.commons.collections4,Entry,getCount,[],1
org.apache.commons.collections4,Entry,getElement,[],1
org.apache.commons.collections4,Entry,hashCode,[],1
org.apache.commons.collections4,MultiSet,add,[E object],1
org.apache.commons.collections4,MultiSet,add,[E object, int occurrences],1
org.apache.commons.collections4,MultiSet,containsAll,[Collection<?> coll],1
org.apache.commons.collections4,MultiSet,entrySet,[],1
org.apache.commons.collections4,MultiSet,equals,[Object obj],1
org.apache.commons.collections4,MultiSet,getCount,[Object object],1
org.apache.commons.collections4,MultiSet,hashCode,[],1
org.apache.commons.collections4,MultiSet,iterator,[],1
org.apache.commons.collections4,MultiSet,remove,[Object object],1
org.apache.commons.collections4,MultiSet,remove,[Object object, int occurrences],1
org.apache.commons.collections4,MultiSet,removeAll,[Collection<?> coll],1
org.apache.commons.collections4,MultiSet,retainAll,[Collection<?> coll],1
org.apache.commons.collections4,MultiSet,setCount,[E object, int count],1
org.apache.commons.collections4,MultiSet,size,[],1
org.apache.commons.collections4,MultiSet,uniqueSet,[],1
org.apache.commons.collections4,MultiSetUtils,emptyMultiSet,[],1
org.apache.commons.collections4,MultiSetUtils,predicatedMultiSet,[final MultiSet<E> multiset, final Predicate<? super E> predicate],1
org.apache.commons.collections4,MultiSetUtils,synchronizedMultiSet,[final MultiSet<E> multiset],1
org.apache.commons.collections4,MultiSetUtils,unmodifiableMultiSet,[final MultiSet<? extends E> multiset],1
org.apache.commons.collections4,MultiValuedMap,asMap,[],1
org.apache.commons.collections4,MultiValuedMap,clear,[],1
org.apache.commons.collections4,MultiValuedMap,containsKey,[Object key],1
org.apache.commons.collections4,MultiValuedMap,containsMapping,[Object key, Object value],1
org.apache.commons.collections4,MultiValuedMap,containsValue,[Object value],1
org.apache.commons.collections4,MultiValuedMap,entries,[],1
org.apache.commons.collections4,MultiValuedMap,get,[K key],1
org.apache.commons.collections4,MultiValuedMap,isEmpty,[],1
org.apache.commons.collections4,MultiValuedMap,keys,[],1
org.apache.commons.collections4,MultiValuedMap,keySet,[],1
org.apache.commons.collections4,MultiValuedMap,mapIterator,[],1
org.apache.commons.collections4,MultiValuedMap,put,[K key, V value],1
org.apache.commons.collections4,MultiValuedMap,putAll,[K key, Iterable<? extends V> values],1
org.apache.commons.collections4,MultiValuedMap,putAll,[Map<? extends K, ? extends V> map],1
org.apache.commons.collections4,MultiValuedMap,putAll,[MultiValuedMap<? extends K, ? extends V> map],1
org.apache.commons.collections4,MultiValuedMap,remove,[Object key],1
org.apache.commons.collections4,MultiValuedMap,removeMapping,[Object key, Object item],1
org.apache.commons.collections4,MultiValuedMap,size,[],1
org.apache.commons.collections4,MultiValuedMap,values,[],1
org.apache.commons.collections4,OrderedBidiMap,inverseBidiMap,[],1
org.apache.commons.collections4,OrderedIterator,hasPrevious,[],1
org.apache.commons.collections4,OrderedIterator,previous,[],1
org.apache.commons.collections4,OrderedMap,firstKey,[],1
org.apache.commons.collections4,OrderedMap,lastKey,[],1
org.apache.commons.collections4,OrderedMap,mapIterator,[],1
org.apache.commons.collections4,OrderedMap,nextKey,[K key],1
org.apache.commons.collections4,OrderedMap,previousKey,[K key],1
org.apache.commons.collections4,OrderedMapIterator,hasPrevious,[],1
org.apache.commons.collections4,OrderedMapIterator,previous,[],1
org.apache.commons.collections4,Predicate,evaluate,[T object],1
org.apache.commons.collections4,Predicate,test,[final T t],1
org.apache.commons.collections4,PredicateUtils,allPredicate,[final Collection<? extends Predicate<? super T>> predicates],1
org.apache.commons.collections4,PredicateUtils,allPredicate,[final Predicate<? super T>... predicates],1
org.apache.commons.collections4,PredicateUtils,andPredicate,[final Predicate<? super T> predicate1, final Predicate<? super T> predicate2],1
org.apache.commons.collections4,PredicateUtils,anyPredicate,[final Collection<? extends Predicate<? super T>> predicates],1
org.apache.commons.collections4,PredicateUtils,anyPredicate,[final Predicate<? super T>... predicates],1
org.apache.commons.collections4,PredicateUtils,asPredicate,[final Transformer<? super T, Boolean> transformer],1
org.apache.commons.collections4,PredicateUtils,eitherPredicate,[final Predicate<? super T> predicate1, final Predicate<? super T> predicate2],1
org.apache.commons.collections4,PredicateUtils,equalPredicate,[final T value],1
org.apache.commons.collections4,PredicateUtils,exceptionPredicate,[],1
org.apache.commons.collections4,PredicateUtils,falsePredicate,[],1
org.apache.commons.collections4,PredicateUtils,identityPredicate,[final T value],1
org.apache.commons.collections4,PredicateUtils,instanceofPredicate,[final Class<?> type],1
org.apache.commons.collections4,PredicateUtils,invokerPredicate,[final String methodName],1
org.apache.commons.collections4,PredicateUtils,invokerPredicate,[final String methodName, final Class<?>[] paramTypes, final Object[] args],1
org.apache.commons.collections4,PredicateUtils,neitherPredicate,[final Predicate<? super T> predicate1, final Predicate<? super T> predicate2],1
org.apache.commons.collections4,PredicateUtils,nonePredicate,[final Collection<? extends Predicate<? super T>> predicates],1
org.apache.commons.collections4,PredicateUtils,nonePredicate,[final Predicate<? super T>... predicates],1
org.apache.commons.collections4,PredicateUtils,notNullPredicate,[],1
org.apache.commons.collections4,PredicateUtils,notPredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4,PredicateUtils,nullIsExceptionPredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4,PredicateUtils,nullIsFalsePredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4,PredicateUtils,nullIsTruePredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4,PredicateUtils,nullPredicate,[],1
org.apache.commons.collections4,PredicateUtils,onePredicate,[final Collection<? extends Predicate<? super T>> predicates],1
org.apache.commons.collections4,PredicateUtils,onePredicate,[final Predicate<? super T>... predicates],1
org.apache.commons.collections4,PredicateUtils,orPredicate,[final Predicate<? super T> predicate1, final Predicate<? super T> predicate2],1
org.apache.commons.collections4,PredicateUtils,transformedPredicate,[final Transformer<? super T, ? extends T> transformer, final Predicate<? super T> predicate],1
org.apache.commons.collections4,PredicateUtils,truePredicate,[],1
org.apache.commons.collections4,PredicateUtils,uniquePredicate,[],1
org.apache.commons.collections4.properties,AbstractPropertiesFactory,toPropertyFormat,[final String fileName],1
org.apache.commons.collections4.properties,AbstractPropertiesFactory,createProperties,[],1
