Package,Class,Method,Parameters,CC
org.apache.commons.collections4.bloomfilter,SparseBloomFilter,processBitMaps,[final LongPredicate consumer],6
org.apache.commons.collections4.bloomfilter,SparseBloomFilter,processIndices,[final IntPredicate consumer],2
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,asBitMapArray,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,asIndexArray,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,cardinality,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,characteristics,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,clear,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,contains,[final BitMapExtractor bitMapExtractor],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,contains,[final BloomFilter other],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,contains,[final Hasher hasher],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,contains,[final IndexExtractor indexExtractor],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,estimateIntersection,[final BloomFilter other],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,estimateN,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,estimateUnion,[final BloomFilter other],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,getShape,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,getWrapped,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,isFull,[],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,merge,[final BitMapExtractor bitMapExtractor],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,merge,[final BloomFilter other],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,merge,[final Hasher hasher],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,merge,[final IndexExtractor indexExtractor],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,processBitMapPairs,[final BitMapExtractor other, final LongBiPredicate func],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,processBitMaps,[final LongPredicate predicate],1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilter,processIndices,[final IntPredicate predicate],1
org.apache.commons.collections4,BoundedCollection,isFull,[],1
org.apache.commons.collections4,BoundedCollection,maxSize,[],1
org.apache.commons.collections4,BoundedMap,isFull,[],1
org.apache.commons.collections4,BoundedMap,maxSize,[],1
org.apache.commons.collections4,Closure,accept,[final T input],1
org.apache.commons.collections4,Closure,execute,[T input],1
org.apache.commons.collections4,ClosureUtils,asClosure,[final Transformer<? super E, ?> transformer],1
org.apache.commons.collections4,ClosureUtils,chainedClosure,[final Closure<? super E>... closures],1
org.apache.commons.collections4,ClosureUtils,chainedClosure,[final Collection<? extends Closure<? super E>> closures],1
org.apache.commons.collections4,ClosureUtils,doWhileClosure,[final Closure<? super E> closure, final Predicate<? super E> predicate],1
org.apache.commons.collections4,ClosureUtils,exceptionClosure,[],1
org.apache.commons.collections4,ClosureUtils,forClosure,[final int count, final Closure<? super E> closure],1
org.apache.commons.collections4,ClosureUtils,ifClosure,[final Predicate<? super E> predicate, final Closure<? super E> trueClosure],1
org.apache.commons.collections4,ClosureUtils,ifClosure,[final Predicate<? super E> predicate, final Closure<? super E> trueClosure, final Closure<? super E> falseClosure],1
org.apache.commons.collections4,ClosureUtils,invokerClosure,[final String methodName],1
org.apache.commons.collections4,ClosureUtils,invokerClosure,[final String methodName, final Class<?>[] paramTypes, final Object[] args],1
org.apache.commons.collections4,ClosureUtils,nopClosure,[],1
org.apache.commons.collections4,ClosureUtils,switchClosure,[final Map<Predicate<E>, Closure<E>> predicatesAndClosures],1
org.apache.commons.collections4,ClosureUtils,switchClosure,[final Predicate<? super E>[] predicates, final Closure<? super E>[] closures],1
org.apache.commons.collections4,ClosureUtils,switchClosure,[final Predicate<? super E>[] predicates, final Closure<? super E>[] closures, final Closure<? super E> defaultClosure],1
org.apache.commons.collections4,ClosureUtils,switchMapClosure,[final Map<? extends E, Closure<E>> objectsAndClosures],1
org.apache.commons.collections4,ClosureUtils,whileClosure,[final Predicate<? super E> predicate, final Closure<? super E> closure],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,add,[final E object],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,clear,[],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,contains,[final Object object],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,containsAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,decorated,[],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,isEmpty,[],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,iterator,[],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,remove,[final Object object],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,removeIf,[final Predicate<? super E> filter],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,retainAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,setCollection,[final Collection<E> collection],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,size,[],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,toArray,[],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,toArray,[final T[] object],1
org.apache.commons.collections4.collection,AbstractCollectionDecorator,toString,[],1
org.apache.commons.collections4.collection,CollectionMutator,add,[CompositeCollection<E> composite, List<Collection<E>> collections, E obj],1
org.apache.commons.collections4.collection,CollectionMutator,addAll,[CompositeCollection<E> composite, List<Collection<E>> collections, Collection<? extends E> coll],1
org.apache.commons.collections4.collection,CollectionMutator,remove,[CompositeCollection<E> composite, List<Collection<E>> collections, Object obj],1
org.apache.commons.collections4.collection,CompositeCollection,add,[final E obj],2
org.apache.commons.collections4.collection,CompositeCollection,addAll,[final Collection<? extends E> coll],2
org.apache.commons.collections4.collection,CompositeCollection,addComposited,[final Collection<E> compositeCollection],2
org.apache.commons.collections4.collection,CompositeCollection,addComposited,[final Collection<E>... compositeCollections],2
org.apache.commons.collections4.collection,CompositeCollection,addComposited,[final Collection<E> compositeCollection1, final Collection<E> compositeCollection2],3
org.apache.commons.collections4.collection,CompositeCollection,clear,[],1
org.apache.commons.collections4.collection,CompositeCollection,contains,[final Object obj],2
org.apache.commons.collections4.collection,CompositeCollection,containsAll,[final Collection<?> coll],3
org.apache.commons.collections4.collection,CompositeCollection,getCollections,[],1
org.apache.commons.collections4.collection,CompositeCollection,getMutator,[],1
org.apache.commons.collections4.collection,CompositeCollection,isEmpty,[],2
org.apache.commons.collections4.collection,CompositeCollection,iterator,[],2
org.apache.commons.collections4.collection,CompositeCollection,remove,[final Object obj],2
org.apache.commons.collections4.collection,CompositeCollection,removeAll,[final Collection<?> coll],2
org.apache.commons.collections4.collection,CompositeCollection,removeComposited,[final Collection<E> coll],1
org.apache.commons.collections4.collection,CompositeCollection,removeIf,[final Predicate<? super E> filter],2
org.apache.commons.collections4.collection,CompositeCollection,retainAll,[final Collection<?> coll],2
org.apache.commons.collections4.collection,CompositeCollection,setMutator,[final CollectionMutator<E> mutator],1
org.apache.commons.collections4.collection,CompositeCollection,size,[],1
org.apache.commons.collections4.collection,CompositeCollection,toArray,[],2
org.apache.commons.collections4.collection,CompositeCollection,toArray,[final T[] array],3
org.apache.commons.collections4.collection,CompositeCollection,toCollection,[],1
org.apache.commons.collections4.collection,IndexedCollection,nonUniqueIndexedCollection,[final Collection<C> coll, final Transformer<C, K> keyTransformer],1
org.apache.commons.collections4.collection,IndexedCollection,uniqueIndexedCollection,[final Collection<C> coll, final Transformer<C, K> keyTransformer],1
org.apache.commons.collections4.collection,IndexedCollection,add,[final C object],2
org.apache.commons.collections4.collection,IndexedCollection,addAll,[final Collection<? extends C> coll],1
org.apache.commons.collections4.collection,IndexedCollection,addToIndex,[final C object],2
org.apache.commons.collections4.collection,IndexedCollection,clear,[],1
org.apache.commons.collections4.collection,IndexedCollection,contains,[final Object object],1
org.apache.commons.collections4.collection,IndexedCollection,containsAll,[final Collection<?> coll],2
org.apache.commons.collections4.collection,IndexedCollection,get,[final K key],1
org.apache.commons.collections4.collection,IndexedCollection,reindex,[],1
org.apache.commons.collections4.collection,IndexedCollection,remove,[final Object object],2
org.apache.commons.collections4.collection,IndexedCollection,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,IndexedCollection,removeFromIndex,[final C object],1
org.apache.commons.collections4.collection,IndexedCollection,removeIf,[final Predicate<? super C> filter],5
org.apache.commons.collections4.collection,IndexedCollection,retainAll,[final Collection<?> coll],2
org.apache.commons.collections4.collection,IndexedCollection,values,[final K key],1
org.apache.commons.collections4.collection,Builder,add,[final E item],2
org.apache.commons.collections4.collection,Builder,addAll,[final Collection<? extends E> items],2
org.apache.commons.collections4.collection,Builder,createPredicatedBag,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedBag,[final Bag<E> bag],1
org.apache.commons.collections4.collection,Builder,createPredicatedList,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedList,[final List<E> list],1
org.apache.commons.collections4.collection,Builder,createPredicatedMultiSet,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedMultiSet,[final MultiSet<E> multiset],1
org.apache.commons.collections4.collection,Builder,createPredicatedQueue,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedQueue,[final Queue<E> queue],1
org.apache.commons.collections4.collection,Builder,createPredicatedSet,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedSet,[final Set<E> set],1
org.apache.commons.collections4.collection,Builder,rejectedElements,[],1
org.apache.commons.collections4.collection,PredicatedCollection,builder,[final Predicate<? super E> predicate],1
org.apache.commons.collections4.collection,PredicatedCollection,notNullBuilder,[],1
org.apache.commons.collections4.collection,PredicatedCollection,predicatedCollection,[final Collection<T> coll, final Predicate<? super T> predicate],1
org.apache.commons.collections4.collection,PredicatedCollection,add,[final E object],1
org.apache.commons.collections4.collection,PredicatedCollection,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,PredicatedCollection,validate,[final E object],2
org.apache.commons.collections4.collection,SynchronizedCollection,synchronizedCollection,[final Collection<T> coll],1
org.apache.commons.collections4.collection,SynchronizedCollection,add,[final E object],1
org.apache.commons.collections4.collection,SynchronizedCollection,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,SynchronizedCollection,clear,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,contains,[final Object object],1
org.apache.commons.collections4.collection,SynchronizedCollection,containsAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,SynchronizedCollection,decorated,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,equals,[final Object object],2
org.apache.commons.collections4.collection,SynchronizedCollection,hashCode,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,isEmpty,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,iterator,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,remove,[final Object object],1
org.apache.commons.collections4.collection,SynchronizedCollection,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,SynchronizedCollection,removeIf,[final Predicate<? super E> filter],1
org.apache.commons.collections4.collection,SynchronizedCollection,retainAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,SynchronizedCollection,size,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,toArray,[],1
org.apache.commons.collections4.collection,SynchronizedCollection,toArray,[final T[] object],1
org.apache.commons.collections4.collection,SynchronizedCollection,toString,[],1
org.apache.commons.collections4.collection,TransformedCollection,transformedCollection,[final Collection<E> collection, final Transformer<? super E, ? extends E> transformer],2
org.apache.commons.collections4.collection,TransformedCollection,transformingCollection,[final Collection<E> coll, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4.collection,TransformedCollection,add,[final E object],1
org.apache.commons.collections4.collection,TransformedCollection,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,TransformedCollection,transform,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,TransformedCollection,transform,[final E object],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,unmodifiableBoundedCollection,[final BoundedCollection<? extends E> coll],2
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,unmodifiableBoundedCollection,[Collection<? extends E> collection],6
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,add,[final E object],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,clear,[],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,decorated,[],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,isFull,[],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,iterator,[],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,maxSize,[],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,remove,[final Object object],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,removeIf,[final Predicate<? super E> filter],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,retainAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,UnmodifiableCollection,unmodifiableCollection,[final Collection<? extends T> coll],2
org.apache.commons.collections4.collection,UnmodifiableCollection,add,[final E object],1
org.apache.commons.collections4.collection,UnmodifiableCollection,addAll,[final Collection<? extends E> coll],1
org.apache.commons.collections4.collection,UnmodifiableCollection,clear,[],1
org.apache.commons.collections4.collection,UnmodifiableCollection,iterator,[],1
org.apache.commons.collections4.collection,UnmodifiableCollection,remove,[final Object object],1
org.apache.commons.collections4.collection,UnmodifiableCollection,removeAll,[final Collection<?> coll],1
org.apache.commons.collections4.collection,UnmodifiableCollection,removeIf,[final Predicate<? super E> filter],1
org.apache.commons.collections4.collection,UnmodifiableCollection,retainAll,[final Collection<?> coll],1
org.apache.commons.collections4,CardinalityHelper,equals,[final Collection<?> a, final Collection<?> b],1
org.apache.commons.collections4,CardinalityHelper,freqA,[final Object key],1
org.apache.commons.collections4,CardinalityHelper,freqB,[final Object key],1
org.apache.commons.collections4,CardinalityHelper,getFreq,[final Object key, final Bag<?> freqMap],1
org.apache.commons.collections4,CardinalityHelper,max,[final Object obj],1
org.apache.commons.collections4,CardinalityHelper,min,[final Object obj],1
org.apache.commons.collections4,EquatorWrapper,equals,[final Object obj],2
org.apache.commons.collections4,EquatorWrapper,getObject,[],1
org.apache.commons.collections4,EquatorWrapper,hashCode,[],1
org.apache.commons.collections4,SetOperationCardinalityHelper,iterator,[],1
org.apache.commons.collections4,SetOperationCardinalityHelper,list,[],1
org.apache.commons.collections4,SetOperationCardinalityHelper,setCardinality,[final O obj, final int count],2
org.apache.commons.collections4,CollectionUtils,addAll,[final Collection<C> collection, final C... elements],1
org.apache.commons.collections4,CollectionUtils,addAll,[final Collection<C> collection, final Enumeration<? extends C> enumeration],2
org.apache.commons.collections4,CollectionUtils,addAll,[final Collection<C> collection, final Iterable<? extends C> iterable],2
org.apache.commons.collections4,CollectionUtils,addAll,[final Collection<C> collection, final Iterator<? extends C> iterator],2
org.apache.commons.collections4,CollectionUtils,addIgnoreNull,[final Collection<T> collection, final T object],1
org.apache.commons.collections4,CollectionUtils,cardinality,[final O obj, final Iterable<? super O> collection],1
org.apache.commons.collections4,CollectionUtils,checkIndexBounds,[final int index],2
org.apache.commons.collections4,CollectionUtils,collate,[final Iterable<? extends O> a, final Iterable<? extends O> b],1
org.apache.commons.collections4,CollectionUtils,collate,[final Iterable<? extends O> a, final Iterable<? extends O> b, final boolean includeDuplicates],1
org.apache.commons.collections4,CollectionUtils,collate,[final Iterable<? extends O> a, final Iterable<? extends O> b, final Comparator<? super O> c],1
org.apache.commons.collections4,CollectionUtils,collate,[final Iterable<? extends O> iterableA, final Iterable<? extends O> iterableB, final Comparator<? super O> comparator, final boolean includeDuplicates],4
org.apache.commons.collections4,CollectionUtils,collect,[final Iterable<? extends I> inputCollection, final Transformer<? super I, ? extends O> transformer, final R outputCollection],2
org.apache.commons.collections4,CollectionUtils,collect,[final Iterable<I> inputCollection, final Transformer<? super I, ? extends O> transformer],2
org.apache.commons.collections4,CollectionUtils,collect,[final Iterator<? extends I> inputIterator, final Transformer<? super I, ? extends O> transformer, final R outputCollection],3
org.apache.commons.collections4,CollectionUtils,collect,[final Iterator<I> inputIterator, final Transformer<? super I, ? extends O> transformer],1
org.apache.commons.collections4,CollectionUtils,containsAll,[final Collection<?> coll1, final Collection<?> coll2],5
org.apache.commons.collections4,CollectionUtils,containsAny,[final Collection<?> coll1, final Collection<?> coll2],4
org.apache.commons.collections4,CollectionUtils,containsAny,[final Collection<?> coll1, @SuppressWarnings("unchecked") final T... coll2],4
org.apache.commons.collections4,CollectionUtils,countMatches,[final Iterable<C> input, final Predicate<? super C> predicate],1
org.apache.commons.collections4,CollectionUtils,disjunction,[final Iterable<? extends O> a, final Iterable<? extends O> b],1
org.apache.commons.collections4,CollectionUtils,emptyCollection,[],1
org.apache.commons.collections4,CollectionUtils,emptyIfNull,[final Collection<T> collection],1
org.apache.commons.collections4,CollectionUtils,exists,[final Iterable<C> input, final Predicate<? super C> predicate],1
org.apache.commons.collections4,CollectionUtils,extractSingleton,[final Collection<E> collection],2
org.apache.commons.collections4,CollectionUtils,filter,[final Iterable<T> collection, final Predicate<? super T> predicate],4
org.apache.commons.collections4,CollectionUtils,filterInverse,[final Iterable<T> collection, final Predicate<? super T> predicate],1
org.apache.commons.collections4,CollectionUtils,find,[final Iterable<T> collection, final Predicate<? super T> predicate],1
org.apache.commons.collections4,CollectionUtils,forAllButLastDo,[final Iterable<T> collection, final C closure],1
org.apache.commons.collections4,CollectionUtils,forAllButLastDo,[final Iterator<T> iterator, final C closure],1
org.apache.commons.collections4,CollectionUtils,forAllDo,[final Iterable<T> collection, final C closure],2
org.apache.commons.collections4,CollectionUtils,forAllDo,[final Iterator<T> iterator, final C closure],2
org.apache.commons.collections4,CollectionUtils,get,[final Iterable<T> iterable, final int index],1
org.apache.commons.collections4,CollectionUtils,get,[final Iterator<T> iterator, final int index],1
org.apache.commons.collections4,CollectionUtils,get,[final Map<K, V> map, final int index],1
org.apache.commons.collections4,CollectionUtils,get,[final Object object, final int index],9
org.apache.commons.collections4,CollectionUtils,getCardinalityMap,[final Iterable<? extends O> coll],2
org.apache.commons.collections4,CollectionUtils,hashCode,[final Collection<? extends E> collection, final Equator<? super E> equator],2
org.apache.commons.collections4,CollectionUtils,intersection,[final Iterable<? extends O> a, final Iterable<? extends O> b],1
org.apache.commons.collections4,CollectionUtils,isEmpty,[final Collection<?> coll],1
org.apache.commons.collections4,CollectionUtils,isEqualCollection,[final Collection<?> a, final Collection<?> b],1
org.apache.commons.collections4,CollectionUtils,isEqualCollection,[final Collection<? extends E> a, final Collection<? extends E> b, final Equator<? super E> equator],2
org.apache.commons.collections4,CollectionUtils,isFull,[final Collection<? extends Object> collection],3
org.apache.commons.collections4,CollectionUtils,isNotEmpty,[final Collection<?> coll],1
org.apache.commons.collections4,CollectionUtils,isProperSubCollection,[final Collection<?> a, final Collection<?> b],1
org.apache.commons.collections4,CollectionUtils,isSubCollection,[final Collection<?> a, final Collection<?> b],2
org.apache.commons.collections4,CollectionUtils,matchesAll,[final Iterable<C> input, final Predicate<? super C> predicate],1
org.apache.commons.collections4,CollectionUtils,maxSize,[final Collection<? extends Object> collection],3
org.apache.commons.collections4,CollectionUtils,permutations,[final Collection<E> collection],2
org.apache.commons.collections4,CollectionUtils,predicatedCollection,[final Collection<C> collection, final Predicate<? super C> predicate],1
org.apache.commons.collections4,CollectionUtils,removeAll,[final Collection<E> collection, final Collection<?> remove],1
org.apache.commons.collections4,CollectionUtils,removeAll,[final Iterable<E> collection, final Iterable<? extends E> remove, final Equator<? super E> equator],2
org.apache.commons.collections4,CollectionUtils,removeCount,[final Collection<E> input, int startIndex, int count],6
org.apache.commons.collections4,CollectionUtils,removeRange,[final Collection<E> input, final int startIndex, final int endIndex],3
org.apache.commons.collections4,CollectionUtils,retainAll,[final Collection<C> collection, final Collection<?> retain],1
org.apache.commons.collections4,CollectionUtils,retainAll,[final Iterable<E> collection, final Iterable<? extends E> retain, final Equator<? super E> equator],2
org.apache.commons.collections4,CollectionUtils,reverseArray,[final Object[] array],2
org.apache.commons.collections4,CollectionUtils,select,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate],2
org.apache.commons.collections4,CollectionUtils,select,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate, final R outputCollection],3
org.apache.commons.collections4,CollectionUtils,select,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate, final R outputCollection, final R rejectedCollection],3
org.apache.commons.collections4,CollectionUtils,selectRejected,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate],2
org.apache.commons.collections4,CollectionUtils,selectRejected,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate, final R outputCollection],3
org.apache.commons.collections4,CollectionUtils,size,[final Object object],10
org.apache.commons.collections4,CollectionUtils,sizeIsEmpty,[final Object object],9
org.apache.commons.collections4,CollectionUtils,subtract,[final Iterable<? extends O> a, final Iterable<? extends O> b],1
org.apache.commons.collections4,CollectionUtils,subtract,[final Iterable<? extends O> a, final Iterable<? extends O> b, final Predicate<O> p],3
org.apache.commons.collections4,CollectionUtils,synchronizedCollection,[final Collection<C> collection],1
org.apache.commons.collections4,CollectionUtils,transform,[final Collection<C> collection, final Transformer<? super C, ? extends C> transformer],4
org.apache.commons.collections4,CollectionUtils,transformingCollection,[final Collection<E> collection, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4,CollectionUtils,union,[final Iterable<? extends O> a, final Iterable<? extends O> b],1
org.apache.commons.collections4,CollectionUtils,unmodifiableCollection,[final Collection<? extends C> collection],1
org.apache.commons.collections4.comparators,BooleanComparator,booleanComparator,[final boolean trueFirst],1
org.apache.commons.collections4.comparators,BooleanComparator,getFalseFirstComparator,[],1
org.apache.commons.collections4.comparators,BooleanComparator,getTrueFirstComparator,[],1
org.apache.commons.collections4.comparators,BooleanComparator,compare,[final Boolean b1, final Boolean b2],1
org.apache.commons.collections4.comparators,BooleanComparator,equals,[final Object object],1
org.apache.commons.collections4.comparators,BooleanComparator,hashCode,[],1
org.apache.commons.collections4.comparators,BooleanComparator,sortsTrueFirst,[],1
org.apache.commons.collections4.comparators,ComparableComparator,comparableComparator,[],1
org.apache.commons.collections4.comparators,ComparableComparator,compare,[final E obj1, final E obj2],1
org.apache.commons.collections4.comparators,ComparableComparator,equals,[final Object object],1
org.apache.commons.collections4.comparators,ComparableComparator,hashCode,[],1
org.apache.commons.collections4.comparators,ComparatorChain,addComparator,[final Comparator<E> comparator],1
org.apache.commons.collections4.comparators,ComparatorChain,addComparator,[final Comparator<E> comparator, final boolean reverse],2
org.apache.commons.collections4.comparators,ComparatorChain,checkChainIntegrity,[],2
org.apache.commons.collections4.comparators,ComparatorChain,checkLocked,[],2
org.apache.commons.collections4.comparators,ComparatorChain,compare,[final E o1, final E o2],6
org.apache.commons.collections4.comparators,ComparatorChain,equals,[final Object object],4
org.apache.commons.collections4.comparators,ComparatorChain,hashCode,[],3
org.apache.commons.collections4.comparators,ComparatorChain,isLocked,[],1
org.apache.commons.collections4.comparators,ComparatorChain,setComparator,[final int index, final Comparator<E> comparator],1
org.apache.commons.collections4.comparators,ComparatorChain,setComparator,[final int index, final Comparator<E> comparator, final boolean reverse],2
org.apache.commons.collections4.comparators,ComparatorChain,setForwardSort,[final int index],1
org.apache.commons.collections4.comparators,ComparatorChain,setReverseSort,[final int index],1
org.apache.commons.collections4.comparators,ComparatorChain,size,[],1
org.apache.commons.collections4.comparators,FixedOrderComparator,add,[final T obj],1
org.apache.commons.collections4.comparators,FixedOrderComparator,addAsEqual,[final T existingObj, final T newObj],2
org.apache.commons.collections4.comparators,FixedOrderComparator,checkLocked,[],2
org.apache.commons.collections4.comparators,FixedOrderComparator,compare,[final T obj1, final T obj2],6
org.apache.commons.collections4.comparators,FixedOrderComparator,equals,[final Object obj],4
org.apache.commons.collections4.comparators,FixedOrderComparator,getUnknownObjectBehavior,[],1
org.apache.commons.collections4.comparators,FixedOrderComparator,hashCode,[],1
org.apache.commons.collections4.comparators,FixedOrderComparator,isLocked,[],1
org.apache.commons.collections4.comparators,FixedOrderComparator,setUnknownObjectBehavior,[final UnknownObjectBehavior unknownObjectBehavior],1
org.apache.commons.collections4.comparators,NullComparator,compare,[final E o1, final E o2],4
org.apache.commons.collections4.comparators,NullComparator,equals,[final Object obj],4
org.apache.commons.collections4.comparators,NullComparator,hashCode,[],1
org.apache.commons.collections4.comparators,ReverseComparator,compare,[final E obj1, final E obj2],1
org.apache.commons.collections4.comparators,ReverseComparator,equals,[final Object object],4
org.apache.commons.collections4.comparators,ReverseComparator,hashCode,[],1
org.apache.commons.collections4.comparators,TransformingComparator,compare,[final I obj1, final I obj2],1
org.apache.commons.collections4.comparators,TransformingComparator,equals,[final Object object],4
org.apache.commons.collections4.comparators,TransformingComparator,hashCode,[],1
org.apache.commons.collections4,ComparatorUtils,booleanComparator,[final boolean trueFirst],1
org.apache.commons.collections4,ComparatorUtils,chainedComparator,[final Collection<Comparator<E>> comparators],1
org.apache.commons.collections4,ComparatorUtils,chainedComparator,[final Comparator<E>... comparators],1
org.apache.commons.collections4,ComparatorUtils,max,[final E o1, final E o2, Comparator<E> comparator],2
org.apache.commons.collections4,ComparatorUtils,min,[final E o1, final E o2, Comparator<E> comparator],2
org.apache.commons.collections4,ComparatorUtils,naturalComparator,[],1
org.apache.commons.collections4,ComparatorUtils,nullHighComparator,[Comparator<E> comparator],2
org.apache.commons.collections4,ComparatorUtils,nullLowComparator,[Comparator<E> comparator],2
org.apache.commons.collections4,ComparatorUtils,reversedComparator,[final Comparator<E> comparator],1
org.apache.commons.collections4,ComparatorUtils,transformedComparator,[Comparator<O> comparator, final Transformer<? super I, ? extends O> transformer],2
org.apache.commons.collections4,EnumerationUtils,asIterable,[final Enumeration<T> enumeration],1
org.apache.commons.collections4,EnumerationUtils,get,[final Enumeration<T> e, final int index],3
org.apache.commons.collections4,EnumerationUtils,toList,[final Enumeration<? extends E> enumeration],1
org.apache.commons.collections4,EnumerationUtils,toList,[final StringTokenizer stringTokenizer],2
org.apache.commons.collections4,Equator,equate,[T o1, T o2],1
org.apache.commons.collections4,Equator,hash,[T o],1
org.apache.commons.collections4,Factory,create,[],1
org.apache.commons.collections4,Factory,get,[],1
org.apache.commons.collections4,FactoryUtils,constantFactory,[final T constantToReturn],1
org.apache.commons.collections4,FactoryUtils,exceptionFactory,[],1
org.apache.commons.collections4,FactoryUtils,instantiateFactory,[final Class<T> classToInstantiate],1
org.apache.commons.collections4,FactoryUtils,instantiateFactory,[final Class<T> classToInstantiate, final Class<?>[] paramTypes, final Object[] args],1
org.apache.commons.collections4,FactoryUtils,nullFactory,[],1
org.apache.commons.collections4,FactoryUtils,prototypeFactory,[final T prototype],1
org.apache.commons.collections4,FluentIterable,empty,[],1
org.apache.commons.collections4,FluentIterable,of,[final Iterable<T> iterable],2
org.apache.commons.collections4,FluentIterable,of,[final T singleton],1
org.apache.commons.collections4,FluentIterable,of,[final T... elements],1
org.apache.commons.collections4,FluentIterable,allMatch,[final Predicate<? super E> predicate],1
org.apache.commons.collections4,FluentIterable,anyMatch,[final Predicate<? super E> predicate],1
org.apache.commons.collections4,FluentIterable,append,[final E... elements],1
